Sequence,RES_OCC_SCH,RES_LIGHT_SCH,RES_EQP_SCH
5071,1,0.44,0.54
5072,0.85,0.393,0.65
5073,0.39,0.172,0.66
5074,0.25,0.119,0.67
5075,0.25,0.119,0.69
5076,0.25,0.119,0.7
5077,0.25,0.119,0.69
5078,0.25,0.119,0.66
5079,0.25,0.119,0.65
5080,0.25,0.206,0.68
5081,0.3,0.439,0.8
5082,0.52,0.616,1
5083,0.87,0.829,1
5084,0.87,0.986,0.93
5085,0.87,1,0.89
5086,1,0.692,0.85
5087,1,0.384,0.71
5088,1,0.16,0.58
5089,1,0.067,0.45
5090,1,0.067,0.41
5091,1,0.067,0.39
5092,1,0.067,0.38
5093,1,0.187,0.38
5094,1,0.394,0.43
5095,1,0.44,0.54
5096,0.85,0.393,0.65
5097,0.39,0.172,0.66
5098,0.25,0.119,0.67
5099,0.25,0.119,0.69
5100,0.25,0.119,0.7
5101,0.25,0.119,0.69
5102,0.25,0.119,0.66
5103,0.25,0.119,0.65
5104,0.25,0.206,0.68
5105,0.3,0.439,0.8
5106,0.52,0.616,1
5107,0.87,0.829,1
5108,0.87,0.986,0.93
5109,0.87,1,0.89
5110,1,0.692,0.85
5111,1,0.384,0.71
5112,1,0.16,0.58
5113,1,0.067,0.45
5114,1,0.067,0.41
5115,1,0.067,0.39
5116,1,0.067,0.38
5117,1,0.187,0.38
5118,1,0.394,0.43
5119,1,0.44,0.54
5120,0.85,0.393,0.65
5121,0.39,0.172,0.66
5122,0.25,0.119,0.67
5123,0.25,0.119,0.69
5124,0.25,0.119,0.7
5125,0.25,0.119,0.69
5126,0.25,0.119,0.66
5127,0.25,0.119,0.65
5128,0.25,0.206,0.68
5129,0.3,0.439,0.8
5130,0.52,0.616,1
5131,0.87,0.829,1
5132,0.87,0.986,0.93
5133,0.87,1,0.89
5134,1,0.692,0.85
5135,1,0.384,0.71
5136,1,0.16,0.58
5137,1,0.067,0.45
5138,1,0.067,0.41
5139,1,0.067,0.39
5140,1,0.067,0.38
5141,1,0.187,0.38
5142,1,0.394,0.43
5143,1,0.44,0.54
5144,0.85,0.393,0.65
5145,0.39,0.172,0.66
5146,0.25,0.119,0.67
5147,0.25,0.119,0.69
5148,0.25,0.119,0.7
5149,0.25,0.119,0.69
5150,0.25,0.119,0.66
5151,0.25,0.119,0.65
5152,0.25,0.206,0.68
5153,0.3,0.439,0.8
5154,0.52,0.616,1
5155,0.87,0.829,1
5156,0.87,0.986,0.93
5157,0.87,1,0.89
5158,1,0.692,0.85
5159,1,0.384,0.71
5160,1,0.16,0.58
5161,1,0.067,0.45
5162,1,0.067,0.41
5163,1,0.067,0.39
5164,1,0.067,0.38
5165,1,0.187,0.38
5166,1,0.394,0.43
5167,1,0.44,0.54
5168,0.85,0.393,0.65
5169,0.39,0.172,0.66
5170,0.25,0.119,0.67
5171,0.25,0.119,0.69
5172,0.25,0.119,0.7
5173,0.25,0.119,0.69
5174,0.25,0.119,0.66
5175,0.25,0.119,0.65
5176,0.25,0.206,0.68
5177,0.3,0.439,0.8
5178,0.52,0.616,1
5179,0.87,0.829,1
5180,0.87,0.986,0.93
5181,0.87,1,0.89
5182,1,0.692,0.85
5183,1,0.384,0.71
5184,1,0.16,0.58
5185,1,0.067,0.45
5186,1,0.067,0.41
5187,1,0.067,0.39
5188,1,0.067,0.38
5189,1,0.187,0.38
5190,1,0.394,0.43
5191,1,0.44,0.54
5192,0.85,0.393,0.65
5193,0.39,0.172,0.66
5194,0.25,0.119,0.67
5195,0.25,0.119,0.69
5196,0.25,0.119,0.7
5197,0.25,0.119,0.69
5198,0.25,0.119,0.66
5199,0.25,0.119,0.65
5200,0.25,0.206,0.68
5201,0.3,0.439,0.8
5202,0.52,0.616,1
5203,0.87,0.829,1
5204,0.87,0.986,0.93
5205,0.87,1,0.89
5206,1,0.692,0.85
5207,1,0.384,0.71
5208,1,0.16,0.58
5209,1,0.067,0.45
5210,1,0.067,0.41
5211,1,0.067,0.39
5212,1,0.067,0.38
5213,1,0.187,0.38
5214,1,0.394,0.43
5215,1,0.44,0.54
5216,0.85,0.393,0.65
5217,0.39,0.172,0.66
5218,0.25,0.119,0.67
5219,0.25,0.119,0.69
5220,0.25,0.119,0.7
5221,0.25,0.119,0.69
5222,0.25,0.119,0.66
5223,0.25,0.119,0.65
5224,0.25,0.206,0.68
5225,0.3,0.439,0.8
5226,0.52,0.616,1
5227,0.87,0.829,1
5228,0.87,0.986,0.93
5229,0.87,1,0.89
5230,1,0.692,0.85
5231,1,0.384,0.71
5232,1,0.16,0.58
5233,1,0.067,0.45
5234,1,0.067,0.41
5235,1,0.067,0.39
5236,1,0.067,0.38
5237,1,0.187,0.38
5238,1,0.394,0.43
5239,1,0.44,0.54
5240,0.85,0.393,0.65
5241,0.39,0.172,0.66
5242,0.25,0.119,0.67
5243,0.25,0.119,0.69
5244,0.25,0.119,0.7
5245,0.25,0.119,0.69
5246,0.25,0.119,0.66
5247,0.25,0.119,0.65
5248,0.25,0.206,0.68
5249,0.3,0.439,0.8
5250,0.52,0.616,1
5251,0.87,0.829,1
5252,0.87,0.986,0.93
5253,0.87,1,0.89
5254,1,0.692,0.85
5255,1,0.384,0.71
5256,1,0.16,0.58
5257,1,0.067,0.45
5258,1,0.067,0.41
5259,1,0.067,0.39
5260,1,0.067,0.38
5261,1,0.187,0.38
5262,1,0.394,0.43
5263,1,0.44,0.54
5264,0.85,0.393,0.65
5265,0.39,0.172,0.66
5266,0.25,0.119,0.67
5267,0.25,0.119,0.69
5268,0.25,0.119,0.7
5269,0.25,0.119,0.69
5270,0.25,0.119,0.66
5271,0.25,0.119,0.65
5272,0.25,0.206,0.68
5273,0.3,0.439,0.8
5274,0.52,0.616,1
5275,0.87,0.829,1
5276,0.87,0.986,0.93
5277,0.87,1,0.89
5278,1,0.692,0.85
5279,1,0.384,0.71
5280,1,0.16,0.58
5281,1,0.067,0.45
5282,1,0.067,0.41
5283,1,0.067,0.39
5284,1,0.067,0.38
5285,1,0.187,0.38
5286,1,0.394,0.43
5287,1,0.44,0.54
5288,0.85,0.393,0.65
5289,0.39,0.172,0.66
5290,0.25,0.119,0.67
5291,0.25,0.119,0.69
5292,0.25,0.119,0.7
5293,0.25,0.119,0.69
5294,0.25,0.119,0.66
5295,0.25,0.119,0.65
5296,0.25,0.206,0.68
5297,0.3,0.439,0.8
5298,0.52,0.616,1
5299,0.87,0.829,1
5300,0.87,0.986,0.93
5301,0.87,1,0.89
5302,1,0.692,0.85
5303,1,0.384,0.71
5304,1,0.16,0.58
5305,1,0.067,0.45
5306,1,0.067,0.41
5307,1,0.067,0.39
5308,1,0.067,0.38
5309,1,0.187,0.38
5310,1,0.394,0.43
5311,1,0.44,0.54
5312,0.85,0.393,0.65
5313,0.39,0.172,0.66
5314,0.25,0.119,0.67
5315,0.25,0.119,0.69
5316,0.25,0.119,0.7
5317,0.25,0.119,0.69
5318,0.25,0.119,0.66
5319,0.25,0.119,0.65
5320,0.25,0.206,0.68
5321,0.3,0.439,0.8
5322,0.52,0.616,1
5323,0.87,0.829,1
5324,0.87,0.986,0.93
5325,0.87,1,0.89
5326,1,0.692,0.85
5327,1,0.384,0.71
5328,1,0.16,0.58
5329,1,0.067,0.45
5330,1,0.067,0.41
5331,1,0.067,0.39
5332,1,0.067,0.38
5333,1,0.187,0.38
5334,1,0.394,0.43
5335,1,0.44,0.54
5336,0.85,0.393,0.65
5337,0.39,0.172,0.66
5338,0.25,0.119,0.67
5339,0.25,0.119,0.69
5340,0.25,0.119,0.7
5341,0.25,0.119,0.69
5342,0.25,0.119,0.66
5343,0.25,0.119,0.65
5344,0.25,0.206,0.68
5345,0.3,0.439,0.8
5346,0.52,0.616,1
5347,0.87,0.829,1
5348,0.87,0.986,0.93
5349,0.87,1,0.89
5350,1,0.692,0.85
5351,1,0.384,0.71
5352,1,0.16,0.58
5353,1,0.067,0.45
5354,1,0.067,0.41
5355,1,0.067,0.39
5356,1,0.067,0.38
5357,1,0.187,0.38
5358,1,0.394,0.43
5359,1,0.44,0.54
5360,0.85,0.393,0.65
5361,0.39,0.172,0.66
5362,0.25,0.119,0.67
5363,0.25,0.119,0.69
5364,0.25,0.119,0.7
5365,0.25,0.119,0.69
5366,0.25,0.119,0.66
5367,0.25,0.119,0.65
5368,0.25,0.206,0.68
5369,0.3,0.439,0.8
5370,0.52,0.616,1
5371,0.87,0.829,1
5372,0.87,0.986,0.93
5373,0.87,1,0.89
5374,1,0.692,0.85
5375,1,0.384,0.71
5376,1,0.16,0.58
5377,1,0.067,0.45
5378,1,0.067,0.41
5379,1,0.067,0.39
5380,1,0.067,0.38
5381,1,0.187,0.38
5382,1,0.394,0.43
5383,1,0.44,0.54
5384,0.85,0.393,0.65
5385,0.39,0.172,0.66
5386,0.25,0.119,0.67
5387,0.25,0.119,0.69
5388,0.25,0.119,0.7
5389,0.25,0.119,0.69
5390,0.25,0.119,0.66
5391,0.25,0.119,0.65
5392,0.25,0.206,0.68
5393,0.3,0.439,0.8
5394,0.52,0.616,1
5395,0.87,0.829,1
5396,0.87,0.986,0.93
5397,0.87,1,0.89
5398,1,0.692,0.85
5399,1,0.384,0.71
5400,1,0.16,0.58
5401,1,0.067,0.45
5402,1,0.067,0.41
5403,1,0.067,0.39
5404,1,0.067,0.38
5405,1,0.187,0.38
5406,1,0.394,0.43
5407,1,0.44,0.54
5408,0.85,0.393,0.65
5409,0.39,0.172,0.66
5410,0.25,0.119,0.67
5411,0.25,0.119,0.69
5412,0.25,0.119,0.7
5413,0.25,0.119,0.69
5414,0.25,0.119,0.66
5415,0.25,0.119,0.65
5416,0.25,0.206,0.68
5417,0.3,0.439,0.8
5418,0.52,0.616,1
5419,0.87,0.829,1
5420,0.87,0.986,0.93
5421,0.87,1,0.89
5422,1,0.692,0.85
5423,1,0.384,0.71
5424,1,0.16,0.58
5425,1,0.067,0.45
5426,1,0.067,0.41
5427,1,0.067,0.39
5428,1,0.067,0.38
5429,1,0.187,0.38
5430,1,0.394,0.43
5431,1,0.44,0.54
5432,0.85,0.393,0.65
5433,0.39,0.172,0.66
5434,0.25,0.119,0.67
5435,0.25,0.119,0.69
5436,0.25,0.119,0.7
5437,0.25,0.119,0.69
5438,0.25,0.119,0.66
5439,0.25,0.119,0.65
5440,0.25,0.206,0.68
5441,0.3,0.439,0.8
5442,0.52,0.616,1
5443,0.87,0.829,1
5444,0.87,0.986,0.93
5445,0.87,1,0.89
5446,1,0.692,0.85
5447,1,0.384,0.71
5448,1,0.16,0.58
5449,1,0.067,0.45
5450,1,0.067,0.41
5451,1,0.067,0.39
5452,1,0.067,0.38
5453,1,0.187,0.38
5454,1,0.394,0.43
5455,1,0.44,0.54
5456,0.85,0.393,0.65
5457,0.39,0.172,0.66
5458,0.25,0.119,0.67
5459,0.25,0.119,0.69
5460,0.25,0.119,0.7
5461,0.25,0.119,0.69
5462,0.25,0.119,0.66
5463,0.25,0.119,0.65
5464,0.25,0.206,0.68
5465,0.3,0.439,0.8
5466,0.52,0.616,1
5467,0.87,0.829,1
5468,0.87,0.986,0.93
5469,0.87,1,0.89
5470,1,0.692,0.85
5471,1,0.384,0.71
5472,1,0.16,0.58
5473,1,0.067,0.45
5474,1,0.067,0.41
5475,1,0.067,0.39
5476,1,0.067,0.38
5477,1,0.187,0.38
5478,1,0.394,0.43
5479,1,0.44,0.54
5480,0.85,0.393,0.65
5481,0.39,0.172,0.66
5482,0.25,0.119,0.67
5483,0.25,0.119,0.69
5484,0.25,0.119,0.7
5485,0.25,0.119,0.69
5486,0.25,0.119,0.66
5487,0.25,0.119,0.65
5488,0.25,0.206,0.68
5489,0.3,0.439,0.8
5490,0.52,0.616,1
5491,0.87,0.829,1
5492,0.87,0.986,0.93
5493,0.87,1,0.89
5494,1,0.692,0.85
5495,1,0.384,0.71
5496,1,0.16,0.58
5497,1,0.067,0.45
5498,1,0.067,0.41
5499,1,0.067,0.39
5500,1,0.067,0.38
5501,1,0.187,0.38
5502,1,0.394,0.43
5503,1,0.44,0.54
5504,0.85,0.393,0.65
5505,0.39,0.172,0.66
5506,0.25,0.119,0.67
5507,0.25,0.119,0.69
5508,0.25,0.119,0.7
5509,0.25,0.119,0.69
5510,0.25,0.119,0.66
5511,0.25,0.119,0.65
5512,0.25,0.206,0.68
5513,0.3,0.439,0.8
5514,0.52,0.616,1
5515,0.87,0.829,1
5516,0.87,0.986,0.93
5517,0.87,1,0.89
5518,1,0.692,0.85
5519,1,0.384,0.71
5520,1,0.16,0.58
5521,1,0.067,0.45
5522,1,0.067,0.41
5523,1,0.067,0.39
5524,1,0.067,0.38
5525,1,0.187,0.38
5526,1,0.394,0.43
5527,1,0.44,0.54
5528,0.85,0.393,0.65
5529,0.39,0.172,0.66
5530,0.25,0.119,0.67
5531,0.25,0.119,0.69
5532,0.25,0.119,0.7
5533,0.25,0.119,0.69
5534,0.25,0.119,0.66
5535,0.25,0.119,0.65
5536,0.25,0.206,0.68
5537,0.3,0.439,0.8
5538,0.52,0.616,1
5539,0.87,0.829,1
5540,0.87,0.986,0.93
5541,0.87,1,0.89
5542,1,0.692,0.85
5543,1,0.384,0.71
5544,1,0.16,0.58
5545,1,0.067,0.45
5546,1,0.067,0.41
5547,1,0.067,0.39
5548,1,0.067,0.38
5549,1,0.187,0.38
5550,1,0.394,0.43
5551,1,0.44,0.54
5552,0.85,0.393,0.65
5553,0.39,0.172,0.66
5554,0.25,0.119,0.67
5555,0.25,0.119,0.69
5556,0.25,0.119,0.7
5557,0.25,0.119,0.69
5558,0.25,0.119,0.66
5559,0.25,0.119,0.65
5560,0.25,0.206,0.68
5561,0.3,0.439,0.8
5562,0.52,0.616,1
5563,0.87,0.829,1
5564,0.87,0.986,0.93
5565,0.87,1,0.89
5566,1,0.692,0.85
5567,1,0.384,0.71
5568,1,0.16,0.58
5569,1,0.067,0.45
5570,1,0.067,0.41
5571,1,0.067,0.39
5572,1,0.067,0.38
5573,1,0.187,0.38
5574,1,0.394,0.43
5575,1,0.44,0.54
5576,0.85,0.393,0.65
5577,0.39,0.172,0.66
5578,0.25,0.119,0.67
5579,0.25,0.119,0.69
5580,0.25,0.119,0.7
5581,0.25,0.119,0.69
5582,0.25,0.119,0.66
5583,0.25,0.119,0.65
5584,0.25,0.206,0.68
5585,0.3,0.439,0.8
5586,0.52,0.616,1
5587,0.87,0.829,1
5588,0.87,0.986,0.93
5589,0.87,1,0.89
5590,1,0.692,0.85
5591,1,0.384,0.71
5592,1,0.16,0.58
5593,1,0.067,0.45
5594,1,0.067,0.41
5595,1,0.067,0.39
5596,1,0.067,0.38
5597,1,0.187,0.38
5598,1,0.394,0.43
5599,1,0.44,0.54
5600,0.85,0.393,0.65
5601,0.39,0.172,0.66
5602,0.25,0.119,0.67
5603,0.25,0.119,0.69
5604,0.25,0.119,0.7
5605,0.25,0.119,0.69
5606,0.25,0.119,0.66
5607,0.25,0.119,0.65
5608,0.25,0.206,0.68
5609,0.3,0.439,0.8
5610,0.52,0.616,1
5611,0.87,0.829,1
5612,0.87,0.986,0.93
5613,0.87,1,0.89
5614,1,0.692,0.85
5615,1,0.384,0.71
5616,1,0.16,0.58
5617,1,0.067,0.45
5618,1,0.067,0.41
5619,1,0.067,0.39
5620,1,0.067,0.38
5621,1,0.187,0.38
5622,1,0.394,0.43
5623,1,0.44,0.54
5624,0.85,0.393,0.65
5625,0.39,0.172,0.66
5626,0.25,0.119,0.67
5627,0.25,0.119,0.69
5628,0.25,0.119,0.7
5629,0.25,0.119,0.69
5630,0.25,0.119,0.66
5631,0.25,0.119,0.65
5632,0.25,0.206,0.68
5633,0.3,0.439,0.8
5634,0.52,0.616,1
5635,0.87,0.829,1
5636,0.87,0.986,0.93
5637,0.87,1,0.89
5638,1,0.692,0.85
5639,1,0.384,0.71
5640,1,0.16,0.58
5641,1,0.067,0.45
5642,1,0.067,0.41
5643,1,0.067,0.39
5644,1,0.067,0.38
5645,1,0.187,0.38
5646,1,0.394,0.43
5647,1,0.44,0.54
5648,0.85,0.393,0.65
5649,0.39,0.172,0.66
5650,0.25,0.119,0.67
5651,0.25,0.119,0.69
5652,0.25,0.119,0.7
5653,0.25,0.119,0.69
5654,0.25,0.119,0.66
5655,0.25,0.119,0.65
5656,0.25,0.206,0.68
5657,0.3,0.439,0.8
5658,0.52,0.616,1
5659,0.87,0.829,1
5660,0.87,0.986,0.93
5661,0.87,1,0.89
5662,1,0.692,0.85
5663,1,0.384,0.71
5664,1,0.16,0.58
5665,1,0.067,0.45
5666,1,0.067,0.41
5667,1,0.067,0.39
5668,1,0.067,0.38
5669,1,0.187,0.38
5670,1,0.394,0.43
5671,1,0.44,0.54
5672,0.85,0.393,0.65
5673,0.39,0.172,0.66
5674,0.25,0.119,0.67
5675,0.25,0.119,0.69
5676,0.25,0.119,0.7
5677,0.25,0.119,0.69
5678,0.25,0.119,0.66
5679,0.25,0.119,0.65
5680,0.25,0.206,0.68
5681,0.3,0.439,0.8
5682,0.52,0.616,1
5683,0.87,0.829,1
5684,0.87,0.986,0.93
5685,0.87,1,0.89
5686,1,0.692,0.85
5687,1,0.384,0.71
5688,1,0.16,0.58
5689,1,0.067,0.45
5690,1,0.067,0.41
5691,1,0.067,0.39
5692,1,0.067,0.38
5693,1,0.187,0.38
5694,1,0.394,0.43
5695,1,0.44,0.54
5696,0.85,0.393,0.65
5697,0.39,0.172,0.66
5698,0.25,0.119,0.67
5699,0.25,0.119,0.69
5700,0.25,0.119,0.7
5701,0.25,0.119,0.69
5702,0.25,0.119,0.66
5703,0.25,0.119,0.65
5704,0.25,0.206,0.68
5705,0.3,0.439,0.8
5706,0.52,0.616,1
5707,0.87,0.829,1
5708,0.87,0.986,0.93
5709,0.87,1,0.89
5710,1,0.692,0.85
5711,1,0.384,0.71
5712,1,0.16,0.58
5713,1,0.067,0.45
5714,1,0.067,0.41
5715,1,0.067,0.39
5716,1,0.067,0.38
5717,1,0.187,0.38
5718,1,0.394,0.43
5719,1,0.44,0.54
5720,0.85,0.393,0.65
5721,0.39,0.172,0.66
5722,0.25,0.119,0.67
5723,0.25,0.119,0.69
5724,0.25,0.119,0.7
5725,0.25,0.119,0.69
5726,0.25,0.119,0.66
5727,0.25,0.119,0.65
5728,0.25,0.206,0.68
5729,0.3,0.439,0.8
5730,0.52,0.616,1
5731,0.87,0.829,1
5732,0.87,0.986,0.93
5733,0.87,1,0.89
5734,1,0.692,0.85
5735,1,0.384,0.71
5736,1,0.16,0.58
5737,1,0.067,0.45
5738,1,0.067,0.41
5739,1,0.067,0.39
5740,1,0.067,0.38
5741,1,0.187,0.38
5742,1,0.394,0.43
5743,1,0.44,0.54
5744,0.85,0.393,0.65
5745,0.39,0.172,0.66
5746,0.25,0.119,0.67
5747,0.25,0.119,0.69
5748,0.25,0.119,0.7
5749,0.25,0.119,0.69
5750,0.25,0.119,0.66
5751,0.25,0.119,0.65
5752,0.25,0.206,0.68
5753,0.3,0.439,0.8
5754,0.52,0.616,1
5755,0.87,0.829,1
5756,0.87,0.986,0.93
5757,0.87,1,0.89
5758,1,0.692,0.85
5759,1,0.384,0.71
5760,1,0.16,0.58
5761,1,0.067,0.45
5762,1,0.067,0.41
5763,1,0.067,0.39
5764,1,0.067,0.38
5765,1,0.187,0.38
5766,1,0.394,0.43
5767,1,0.44,0.54
5768,0.85,0.393,0.65
5769,0.39,0.172,0.66
5770,0.25,0.119,0.67
5771,0.25,0.119,0.69
5772,0.25,0.119,0.7
5773,0.25,0.119,0.69
5774,0.25,0.119,0.66
5775,0.25,0.119,0.65
5776,0.25,0.206,0.68
5777,0.3,0.439,0.8
5778,0.52,0.616,1
5779,0.87,0.829,1
5780,0.87,0.986,0.93
5781,0.87,1,0.89
5782,1,0.692,0.85
5783,1,0.384,0.71
5784,1,0.16,0.58
5785,1,0.067,0.45
5786,1,0.067,0.41
5787,1,0.067,0.39
5788,1,0.067,0.38
5789,1,0.187,0.38
5790,1,0.394,0.43
5791,1,0.44,0.54
5792,0.85,0.393,0.65
5793,0.39,0.172,0.66
5794,0.25,0.119,0.67
5795,0.25,0.119,0.69
5796,0.25,0.119,0.7
5797,0.25,0.119,0.69
5798,0.25,0.119,0.66
5799,0.25,0.119,0.65
5800,0.25,0.206,0.68
5801,0.3,0.439,0.8
5802,0.52,0.616,1
5803,0.87,0.829,1
5804,0.87,0.986,0.93
5805,0.87,1,0.89
5806,1,0.692,0.85
5807,1,0.384,0.71
5808,1,0.16,0.58
5809,1,0.067,0.45
5810,1,0.067,0.41
5811,1,0.067,0.39
5812,1,0.067,0.38
5813,1,0.187,0.38
5814,1,0.394,0.43
5815,1,0.44,0.54
5816,0.85,0.393,0.65
5817,0.39,0.172,0.66
5818,0.25,0.119,0.67
5819,0.25,0.119,0.69
5820,0.25,0.119,0.7
5821,0.25,0.119,0.69
5822,0.25,0.119,0.66
5823,0.25,0.119,0.65
5824,0.25,0.206,0.68
5825,0.3,0.439,0.8
5826,0.52,0.616,1
5827,0.87,0.829,1
5828,0.87,0.986,0.93
5829,0.87,1,0.89
5830,1,0.692,0.85
5831,1,0.384,0.71
5832,1,0.16,0.58
5833,1,0.067,0.45
5834,1,0.067,0.41
5835,1,0.067,0.39
5836,1,0.067,0.38
5837,1,0.187,0.38
5838,1,0.394,0.43
5839,1,0.44,0.54
5840,0.85,0.393,0.65
5841,0.39,0.172,0.66
5842,0.25,0.119,0.67
5843,0.25,0.119,0.69
5844,0.25,0.119,0.7
5845,0.25,0.119,0.69
5846,0.25,0.119,0.66
5847,0.25,0.119,0.65
5848,0.25,0.206,0.68
5849,0.3,0.439,0.8
5850,0.52,0.616,1
5851,0.87,0.829,1
5852,0.87,0.986,0.93
5853,0.87,1,0.89
5854,1,0.692,0.85
5855,1,0.384,0.71
5856,1,0.16,0.58
5857,1,0.067,0.45
5858,1,0.067,0.41
5859,1,0.067,0.39
5860,1,0.067,0.38
5861,1,0.187,0.38
5862,1,0.394,0.43
5863,1,0.44,0.54
5864,0.85,0.393,0.65
5865,0.39,0.172,0.66
5866,0.25,0.119,0.67
5867,0.25,0.119,0.69
5868,0.25,0.119,0.7
5869,0.25,0.119,0.69
5870,0.25,0.119,0.66
5871,0.25,0.119,0.65
5872,0.25,0.206,0.68
5873,0.3,0.439,0.8
5874,0.52,0.616,1
5875,0.87,0.829,1
5876,0.87,0.986,0.93
5877,0.87,1,0.89
5878,1,0.692,0.85
5879,1,0.384,0.71
5880,1,0.16,0.58
5881,1,0.067,0.45
5882,1,0.067,0.41
5883,1,0.067,0.39
5884,1,0.067,0.38
5885,1,0.187,0.38
5886,1,0.394,0.43
5887,1,0.44,0.54
5888,0.85,0.393,0.65
5889,0.39,0.172,0.66
5890,0.25,0.119,0.67
5891,0.25,0.119,0.69
5892,0.25,0.119,0.7
5893,0.25,0.119,0.69
5894,0.25,0.119,0.66
5895,0.25,0.119,0.65
5896,0.25,0.206,0.68
5897,0.3,0.439,0.8
5898,0.52,0.616,1
5899,0.87,0.829,1
5900,0.87,0.986,0.93
5901,0.87,1,0.89
5902,1,0.692,0.85
5903,1,0.384,0.71
5904,1,0.16,0.58
5905,1,0.067,0.45
5906,1,0.067,0.41
5907,1,0.067,0.39
5908,1,0.067,0.38
5909,1,0.187,0.38
5910,1,0.394,0.43
5911,1,0.44,0.54
5912,0.85,0.393,0.65
5913,0.39,0.172,0.66
5914,0.25,0.119,0.67
5915,0.25,0.119,0.69
5916,0.25,0.119,0.7
5917,0.25,0.119,0.69
5918,0.25,0.119,0.66
5919,0.25,0.119,0.65
5920,0.25,0.206,0.68
5921,0.3,0.439,0.8
5922,0.52,0.616,1
5923,0.87,0.829,1
5924,0.87,0.986,0.93
5925,0.87,1,0.89
5926,1,0.692,0.85
5927,1,0.384,0.71
5928,1,0.16,0.58
5929,1,0.067,0.45
5930,1,0.067,0.41
5931,1,0.067,0.39
5932,1,0.067,0.38
5933,1,0.187,0.38
5934,1,0.394,0.43
5935,1,0.44,0.54
5936,0.85,0.393,0.65
5937,0.39,0.172,0.66
5938,0.25,0.119,0.67
5939,0.25,0.119,0.69
5940,0.25,0.119,0.7
5941,0.25,0.119,0.69
5942,0.25,0.119,0.66
5943,0.25,0.119,0.65
5944,0.25,0.206,0.68
5945,0.3,0.439,0.8
5946,0.52,0.616,1
5947,0.87,0.829,1
5948,0.87,0.986,0.93
5949,0.87,1,0.89
5950,1,0.692,0.85
5951,1,0.384,0.71
5952,1,0.16,0.58
5953,1,0.067,0.45
5954,1,0.067,0.41
5955,1,0.067,0.39
5956,1,0.067,0.38
5957,1,0.187,0.38
5958,1,0.394,0.43
5959,1,0.44,0.54
5960,0.85,0.393,0.65
5961,0.39,0.172,0.66
5962,0.25,0.119,0.67
5963,0.25,0.119,0.69
5964,0.25,0.119,0.7
5965,0.25,0.119,0.69
5966,0.25,0.119,0.66
5967,0.25,0.119,0.65
5968,0.25,0.206,0.68
5969,0.3,0.439,0.8
5970,0.52,0.616,1
5971,0.87,0.829,1
5972,0.87,0.986,0.93
5973,0.87,1,0.89
5974,1,0.692,0.85
5975,1,0.384,0.71
5976,1,0.16,0.58
5977,1,0.067,0.45
5978,1,0.067,0.41
5979,1,0.067,0.39
5980,1,0.067,0.38
5981,1,0.187,0.38
5982,1,0.394,0.43
5983,1,0.44,0.54
5984,0.85,0.393,0.65
5985,0.39,0.172,0.66
5986,0.25,0.119,0.67
5987,0.25,0.119,0.69
5988,0.25,0.119,0.7
5989,0.25,0.119,0.69
5990,0.25,0.119,0.66
5991,0.25,0.119,0.65
5992,0.25,0.206,0.68
5993,0.3,0.439,0.8
5994,0.52,0.616,1
5995,0.87,0.829,1
5996,0.87,0.986,0.93
5997,0.87,1,0.89
5998,1,0.692,0.85
5999,1,0.384,0.71
6000,1,0.16,0.58
6001,1,0.067,0.45
6002,1,0.067,0.41
6003,1,0.067,0.39
6004,1,0.067,0.38
6005,1,0.187,0.38
6006,1,0.394,0.43
6007,1,0.44,0.54
6008,0.85,0.393,0.65
6009,0.39,0.172,0.66
6010,0.25,0.119,0.67
6011,0.25,0.119,0.69
6012,0.25,0.119,0.7
6013,0.25,0.119,0.69
6014,0.25,0.119,0.66
6015,0.25,0.119,0.65
6016,0.25,0.206,0.68
6017,0.3,0.439,0.8
6018,0.52,0.616,1
6019,0.87,0.829,1
6020,0.87,0.986,0.93
6021,0.87,1,0.89
6022,1,0.692,0.85
6023,1,0.384,0.71
6024,1,0.16,0.58
6025,1,0.067,0.45
6026,1,0.067,0.41
6027,1,0.067,0.39
6028,1,0.067,0.38
6029,1,0.187,0.38
6030,1,0.394,0.43
6031,1,0.44,0.54
6032,0.85,0.393,0.65
6033,0.39,0.172,0.66
6034,0.25,0.119,0.67
6035,0.25,0.119,0.69
6036,0.25,0.119,0.7
6037,0.25,0.119,0.69
6038,0.25,0.119,0.66
6039,0.25,0.119,0.65
6040,0.25,0.206,0.68
6041,0.3,0.439,0.8
6042,0.52,0.616,1
6043,0.87,0.829,1
6044,0.87,0.986,0.93
6045,0.87,1,0.89
6046,1,0.692,0.85
6047,1,0.384,0.71
6048,1,0.16,0.58
6049,1,0.067,0.45
6050,1,0.067,0.41
6051,1,0.067,0.39
6052,1,0.067,0.38
6053,1,0.187,0.38
6054,1,0.394,0.43
6055,1,0.44,0.54
6056,0.85,0.393,0.65
6057,0.39,0.172,0.66
6058,0.25,0.119,0.67
6059,0.25,0.119,0.69
6060,0.25,0.119,0.7
6061,0.25,0.119,0.69
6062,0.25,0.119,0.66
6063,0.25,0.119,0.65
6064,0.25,0.206,0.68
6065,0.3,0.439,0.8
6066,0.52,0.616,1
6067,0.87,0.829,1
6068,0.87,0.986,0.93
6069,0.87,1,0.89
6070,1,0.692,0.85
6071,1,0.384,0.71
6072,1,0.16,0.58
